PlateName	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P3	E23	ctrl Y27	ctrl_Y27	79207									ctrl Y27	ROCK
P3	E24	ctrl Wortmannin	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P3	F03	sample	79695	79695	337,81187	SB-215505	6-Chloro-5-methyl-1-5-quinolycarbamoyl-indoline	Serotonin		Antagonist	5-HT2B	Selective 5-HT2B serotonin receptor antagonist; 100-fold higher affinity at 2B versus 2C.	79695	serotonin receptor
P3	F04	sample	79775	79775	307,82339	Nisoxetine hydrochloride	LY-94,939	Adrenoceptor		Blocker	Reuptake	Potent and selective norepinephrine reuptake blocker	79775	Norepinephrine
P3	F05	sample	79696	79696	338,25819	H-8 dihydrochloride	N-[2-(Methylamino)ethyl]-5-isoquinolinesulfonamide dihydrochloride	Phosphorylation	Enzyme	Inhibitor	PKA, PKG	Potent inhibitor of cAMP- and cGMP-dependent protein kinase	79696	PKA
P3	F06	sample	79776	79776	723,70358	Naloxonazine dihydrochloride	Bis(5-alpha-4,5-epoxy-3,14,-dihydroxy-17-[2-propenyl]morphinan-6-ylidene)hydrazone	Opioid		Antagonist	mu1	Potent mu1 opioid receptor antagonist	79776	opioid receptor
P3	F07	sample	79697	79697	306,32111	alpha-Methyl-5-hydroxytryptamine maleate	alpha-Methylserotonin maleate	Serotonin		Agonist	5-HT2	5-HT2 Serotonin receptor agonist	79697	serotonin receptor
P3	F08	sample	79777	79777	296,84345	Oxymetazoline hydrochloride	3-[(4,5-Dihydro-1H-imidazol-2-yl)methyl]-6-(1,1-dimethylethyl)-2,4-dimethylphenol hydrochloride	Adrenoceptor		Agonist	alpha2A	Partial alpha2A adrenoceptor agonist; agonist at serotonin 5-HT1A, 5-HT1B and 5-HT1D receptors and a mixed agonist-antagonist at 5-HT2C receptors	79777	adrenoceptor
P3	F09	sample	79698	79698	268,74564	Moclobemide	4-Chloro-N-[2-(4-morpholinyl)ethyl]benzamide	Neurotransmission	Enzyme	Inhibitor	MAO	Reversible monoamine oxidase A inhibitor (MAOI); antidepressant.	79698	MAO
P3	F10	sample	79778	79778	361,3762	Ofloxacin	Ofloxacine; DL-8280; HOE-280 	Antibiotic			DNA Synthesis	Fluorinated quinolone antibacterial; interferes with DNA synthesis	79778	DNA Synthesis
P3	F11	sample	79699	79699	507,43988	p-MPPF dihydrochloride	4-Fluoro-N-(2-[4-(2-methoxyphenyl)1-piperazinyl]ethyl)-N-(2-pyridinyl)benzamide dihydrochloride	Serotonin		Antagonist	5-HT1A	Selective 5-HT1A serotonin receptor antagonist	79699	serotonin receptor
P3	F12	sample	79779	79779	299,50109	Palmitoylethanolamide	Palmidrol	Cannabinoid		Agonist	CB2	Endogenous CB2 cannabinoid receptor agonist	79779	CB
P3	F13	sample	79700	79700	256,34783	CR 2249	Nebostinel	Glutamate		Agonist	NMDA-Glycine	Facilitates glycine action at NMDA glutamate receptors	79700	NMDA
P3	F14	sample	79780	79780	389,96999	SKF-525A hydrochloride	Proadifen hydrochloride	Multi-Drug Resistance	Enzyme	Inhibitor	Microsomal oxidation	Inhibitor of microsomal drug metabolism	79780	Microsomal oxidation
P3	F15	sample	79701	79701	242,2525	NCS-382	1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid	GABA		Antagonist	gamma-Hydroxybutyrate	gamma-Hydroxybutyrate receptor antagonist	79701	gamma-Hydroxybutyrate
P3	F16	sample	79781	79781	185,22757	Pirfenidone	5-Methyl-1-phenyl-2-(1H)-pyridone	Immune System		Inhibitor		Inhibitor of collagen production and fibroblast proliferation	79781	collagen
P3	F17	sample	79702	79702	246,74205	Naphazoline hydrochloride	2-(1-Naphthylmethyl)imidazoline nitrate	Adrenoceptor		Agonist	alpha	alpha-Adrenoceptor agonist; imidazoline receptor agonist; vasoconstrictor	79702	adrenoceptor
P3	F18	sample	79782	79782	210,29703	Thiolactomycin	[R-(E)]-4-hydroxy-3,5-dimethyl-5-(2-methyl-1,3-butadienyl)-2(5H)-thiophenone	Antibiotic	Enzyme	Inhibitor	Myristate synthesis	Inhibits bacterial, not eukaryotic, myristate synthesis. Effective as antitrypanosomal and antimalarial.	79782	Myristate synthesis
P3	F19	sample	79703	79703	363,84449	Naloxone hydrochloride		Opioid		Antagonist		Opioid receptor antagonist	79703	opioid receptor
P3	F20	sample	79783	79783	312,41533	Praziquantel	2-(Cyclohexylcarbonyl)-1,2,3,6,7-11b-hexahydro-4H-pyrazinoe(2,1a)isoquinolin-4-one	Antibiotic			Ca2+ Ionophore	Ca2+ Ionophore; anthelmintic	79783	Ca2+ Ionophore
P3	F21	sample	79704	79704	168,15056	Norcantharidin		Phosphorylation	Enzyme	Inhibitor	PP2A	Demethylated form of cantharidin with antitumor properties; potent inhibitor of the serine/threonine protein phosphatase 2A (PP2A)	79704	PP2A
P3	F22	sample	79784	79784	194,1945	3-n-Propylxanthine	Enprofylline	Adenosine		Antagonist	A1 > A2	Weak competitive antagonist at both A1 and A2 adenosine receptors	79784	adenosine receptor
P3	G01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P3	G02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P3	G03	sample	79545	79545	335,42245	Isotharine mesylate	4-[1-Hydroxy-2-[(1-methylethyl)amino]butyl]-1,2-benzenediol mesylate	Adrenoceptor		Agonist	beta	beta-Adrenoceptor agonist; bronchodilator	79545	adrenoceptor
P3	G04	sample	79625	79625	312,25269	cis(+/-)-8-OH-PBZI hydrobromide	cis-8-Hydroxy-3-(n-propyl)-1,2,3a,4,5,9b-hexahydro-1H-benz[e]indole hydrobromide	Dopamine		Agonist	D3	D3 dopamine receptor agonist	79625	dopamine receptor
P3	G05	sample	79546	79546	247,72401	(-)-Isoproterenol hydrochloride	(-)-Isoprenaline hydrochloride	Adrenoceptor		Agonist	beta	beta-Adrenoceptor agonist; increases cytosolic cAMP	79546	adrenoceptor
P3	G06	sample	79626	79626	598,48582	L-703,606 oxalate salt hydrate	cis-2-(Diphenylmethyl)-N-[(2-iodophenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine oxalate salt	Tachykinin		Antagonist	NK1	Potent and selective non-peptide NK-1 tachykinin receptor antagonist	79626	tachykinin receptor
P3	G07	sample	79547	79547	307,08935	3-Iodo-L-tyrosine	S(-)-3-Iodo-4-hydroxyphenylalanine	Neurotransmission	Enzyme	Inhibitor	Tyrosine hydroxylase	Tyrosine hydroxylase inhibitor	79547	Tyrosine hydroxylase
P3	G08	sample	79627	79627	278,14286	Moxonidine hydrochloride	BDF-5895	Adrenoceptor		Agonist	alpha2A	Selective alpha2A adrenoreceptor agonist; imidazoline binding site agonist; antihypertensive	79627	adrenoceptor
P3	G09	sample	79548	79548	357,23661	R(+)-IAA-94	R(+)-Methylindazone; Indanyloxyacetic acid 94	Cl- Channel		Inhibitor		Potent Cl- channel inhibitor	79548	Cl-channel
P3	G10	sample	79628	79628	390,52443	Mevastatin	Compactin	Antibiotic	Enzyme	Inhibitor	Ras, Rho	Antibiotic; inhibits post-translational prenylation of proteins such as Ras and geranylgeranylation of Rho	79628	Ras, Rho
P3	G11	sample	79549	79549	510,29433	IB-MECA	1-Deoxy-1-[6-[[(3-iodophenyl)methyl]amino]-9H-purin-9-yl]-N-methyl-beta-D-ribofuranuronamide	Adenosine		Agonist	A3	Selective A3 adenosine receptor agonist	79549	adenosine receptor
P3	G12	sample	79629	79629	278,37258	S-Methylisothiourea hemisulfate	Carbamimidothioic acid methyl ester hemisulfate	Nitric Oxide	Enzyme	Inhibitor	iNOS	Selective inducle nitric oxide synthase inhibitor	79629	iNOS
P3	G13	sample	79550	79550	376,41293	Ketorolac tris salt	Toradol	Prostaglandin	Enzyme	Inhibitor	COX	Non-steroidal anti-inflammatory (NSAID) drug	79550	COX
P3	G14	sample	79630	79630	459,29506	MRS 2179	2'-Deoxy-N6-methyl adenosine 3',5'-diphosphate diammonium salt	P2 Receptor		Antagonist	P2Y1	Competitive P2Y1 receptor antagonist	79630	P2 receptor
P3	G15	sample	79551	79551	246,30891	loxoprofen	Koloxo	Prostaglandin	Enzyme	Inhibitor	COX	Non-steroidal anti-inflammatory (NSAID) drug; analgesic	79551	COX
P3	G16	sample	79631	79631	198,09661	1-Methylhistamine dihydrochloride		Histamine		Metabolite		Histamine metabolite that crosses the blood-brain barrier	79631	histamine
P3	G17	sample	79552	79552	387,81705	Lomefloxacin hydrochloride		Antibiotic	Enzyme	Inhibitor	DNA Gyrase	DNA gyrase inhibitor	79552	DNA Gyrase
P3	G18	sample	79632	79632	281,2733	N6-Methyladenosine	6-Methylaminopurine-9-ribofuranoside	Adenosine		Agonist		Adenosine analog useful for an adenosine reference standard since it is a poor substrate for adenosine deaminase	79632	NA
P3	G19	sample	79553	79553	343,31039	Lidocaine N-ethyl bromide quaternary salt	QX-314	Na+ Channel		Antagonist		Quaternary lidocaine derivative which blocks both fast, Na+-dependent action potentials and voltage-dependent, non-inactivating Na+ conductance	79553	Na+
P3	G20	sample	79633	79633	517,07587	alpha,beta-Methylene adenosine 5'-triphosphate dilithium	alpha,beta-Methylene ATP, AMP-CPP dilithium	P2 Receptor		Agonist	P2X > P2Y	P2 receptor agonist that is more potent than ATP at the P2X subtype	79633	P2 receptor
P3	G21	sample	79554	79554	382,89381	Loratadine	4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cycloheptal[1,2-b]pyridin-11-ylidene-1-piperidinecarboxylic acid ethyl ester	Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79554	Histamine receptor
P3	G22	sample	79634	79634	375,90212	MK-912	L-657,743 hydrochloride	Adrenoceptor		Agonist	alpha2A	Selective alpha2A adrenoreceptor agonist	79634	adrenoceptor
P3	G23	ctrl Vinblastin	ctrl_Vinblastin	80101									ctrl Vinblastin	Tubulin
P3	G24	ctrl IWP	ctrl_IWP										ctrl IWP	WNT
P3	H03	sample	79705	79705	82,10582	1-Methylimidazole	Methimazole	Prostaglandin	Enzyme	Inhibitor	COX	Anti-inflammatory; prostaglandin H synthase inhibitor; antithyroid drug	79705	COX
P3	H04	sample	79785	79785	335,87757	Nylidrin hydrochloride		Adrenoceptor		Agonist	beta	beta Adrenoceptor agonist; peripheral vasodilator	79785	adrenoceptor
P3	H05	sample	79706	79706	334,41892	Proglumide	4-Benzoylamino-5-dipropylamino-5-oxopentanoic acid	Cholecystokinin		Antagonist		Selective cholecystokinin receptor antagonist	79706	NA
P3	H06	sample	79786	79786	380,24842	NBQX disodium	FG9202 disodium	Glutamate		Antagonist	AMPA/kainate	Neuroprotective AMPA/kainate glutamate receptor antagonist; water soluble salt of NBQX 	79786	AMPA
P3	H07	sample	79707	79707	365,84122	Metolazone		Ion Pump		Inhibitor	Na+/Cl- transporter	Diuretic; antihypertensive	79707	Na+/Cl- transporter
P3	H08	sample	79787	79787	111,03294	Sodium Oxamate	Oxalic acid monoamide sodium salt	Biochemistry	Enzyme	Inhibitor	Lactate Dehydrogenase	Competitive lactate dehydrogenase inhibitor	79787	Lactate Dehydrogenase
P3	H09	sample	79708	79708	280,67073	MDL 26,630 trihydrochloride	1,5-(Diethylamino)piperidine trihydrochloride	Glutamate		Agonist	NMDA-Polyamine	Spermidine analog that activates the polyamine site associated with the NMDA glutamate receptor	79708	NMDA
P3	H10	sample	79788	79788	760,80236	Oxotremorine sesquifumarate salt	1-(4-[1-Pyrrolidinyl]-2-butynyl)-2-pyrrolidinone	Cholinergic		Agonist	M2	Muscarinic acetylcholine receptor agonist with preference for the M2 receptor	79788	muscarinic acetylcholine receptor
P3	H11	sample	79709	79709	170,21298	Levetiracetam	(alphaS)-alpha-Ethyl-2-oxo-1-pyrrolidineacetamide	Neurotransmission		Anticonvulsant		Anticonvulsant; antiepileptic; exact mechanism of action is unclear but may be related to a synaptic vesicle protein.	79709	NA
P3	H12	sample	79789	79789	244,24934	Piceatannol	(E)-4-[2-(3,5-Dihydroxyphenyl)ethenyl]1,2-benzenediol	Phosphorylation	Enzyme	Inhibitor	Syk / Lck	Non-receptor kinase Syk and Lck inhibitor	79789	Syk / Lck
P3	H13	sample	79710	79710	419,41894	S-(4-Nitrobenzyl)-6-thioinosine	NBTI	Adenosine		Inhibitor	Uptake	Potent adenosine uptake inhibitor	79710	Adenosine uptake
P3	H14	sample	79790	79790	602,59768	Picrotoxin		GABA		Antagonist	GABA-C	GABA-C receptor antagonist; powerful, nonspecific CNS stimulant isolated from Anamirta cocculin	79790	GABA-C
P3	H15	sample	79711	79711	254,22287	Nalidixic acid sodium	1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid sodium	Antibiotic	Enzyme	Inhibitor	DNA Gyrase	Inhibits bacterial DNA polymerase (DNA gyrase)	79711	DNA Gyrase
P3	H16	sample	79791	79791	256,26619	1,3-Dimethyl-8-phenylxanthine	8-Phenyltheophylline	Adenosine		Antagonist	A1	Selective A1 adenosine receptor antagonist	79791	adenosine receptor
P3	H17	sample	79712	79712	119,0776	3-Nitropropionic acid		Cell Stress		Toxin		Mitochondrial inhibitor; excitotoxin shown to cause brain lesions similar to those of Huntington's disease	79712	mitochondrium
P3	H18	sample	79792	79792	300,05722	Cisplatin	cis-Diammineplatinum(II) dichloride	DNA		Intercalator		Induces intrastrand DNA crosslinks; effects are regulated by kinases, phosphatases and Ca2+/calmodulin	79792	intercalator
P3	H19	sample	79713	79713	163,1368	7-Nitroindazole		Nitric Oxide	Enzyme	Inhibitor	nNOS	Selective inhibitor of brain nitric oxide synthase	79713	NOS
P3	H20	sample	79793	79793	377,91521	Propafenone hydrochloride	1-(2-[2-Hydroxy-3-(propylamino)propoxy]phenyl)-3-phenyl-1propanone	K+ Channel		Blocker	hKv1.5	Blocks hKv1.5 and ATP-sensitive K+ channels; beta-adrenoceptor antagonist	79793	K+-channel
P3	H21	sample	79714	79714	449,89208	Noscapine hydrchloride	Narcotine	Opioid		Ligand		Antitussive; naturally occurring opium alkaloid	79714	NA
P3	H22	sample	79794	79794	203,67043	Phenylephrine hydrochloride		Adrenoceptor		Agonist	alpha1	alpha1 Adrenoceptor agonist; mydriatic; decongestant	79794	adrenoceptor
P3	I01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P3	I02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P3	I03	sample	79555	79555	256,26049	Isoliquiritigenin	2',4,4'-Trihydroxychalcone	Cyclic Nucleotides	Enzyme	Activator	Guanylyl cyclase	Soluble guanylyl cyclase activator and aldose reductase inhibitor	79555	Guanylyl cyclase
P3	I04	sample	79635	79635	322,85963	BW 723C86	alpha-methyl-5-(2-thienylmethoxy)-1H-Indole-3-ethanamine monohydrochloride	Serotonin		Agonist	5-HT2B	5-HT2B serotonin receptor agonist.	79635	serotonin receptor
P3	I05	sample	79556	79556	364,29643	1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine dihydrochloride	H-7 dihydrochloride	Phosphorylation	Enzyme	Inhibitor	PKA / PKC	Inhibitor of cyclic nucleotide dependent protein kinase (PKA) and protein kinase C (PKC)	79556	PKA
P3	I06	sample	79636	79636	336,26431	Metoclopramide hydrochloride		Dopamine		Antagonist	D2	5-HT3 Serotonin receptor antagonist; D2 dopamine receptor antagonist; anti-emetic	79636	dopamine receptor
P3	I07	sample	79557	79557	380,44758	Cibenzoline succinate	2-(2,2-diphenylcyclopropyl)-4,5-dihydro-1H-imidazole succinate	K+ Channels		Blocker	ATP-sensitive	Blocks ATP-sensitive K channels in heart and pancreatic cells; class IA antiarrhythmic drug.	79557	K+ channel
P3	I08	sample	79637	79637	398,41929	MRS 1845	N-Propargylnitrendipene	Ca2+ Channel		Inhibitor	SOC	Store-operated calcium (SOC) channel inhibitor.	79637	Ca2+-channel
P3	I09	sample	79558	79558	328,67162	Indatraline hydrochloride	Lu 19-005	Dopamine		Inhibitor	Reuptake	Potent inhibitor of dopamine, norepinephrine and serotonin reuptake	79558	dopamine
P3	I10	sample	79638	79638	266,30226	8-Methoxymethyl-3-isobutyl-1-methylxanthine	8-Methoxymethyl-IBMX	Cyclic Nucleotides	Enzyme	Inhibitor	PDE I	Selective inhibitor of Ca2+-calmodulin-dependent phosphodiesterase (PDE I)	79638	PDE
P3	I11	sample	79559	79559	392,18257	Aurothioglucose	1-Thio-D-glucopyranose gold salt	Phosphorylation	Enzyme	Inhibitor	rac1	Potent PKC iota - Par6 interaction inhibitor; Disrupts a rac1 signaling pathway required for growth of a cancer cell line.	79559	rac1
P3	I12	sample	79639	79639	451,3949	MG 624	N,N,N-Triethyl-2-(4-trans-stilbenoxy)ethylammonium iodide	Cholinergic		Antagonist	Nicotinic	Nicotinic acetylcholine receptor antagonist; selectively inhibits alpha-bungarotoxin sensitive receptors that contain the alpha7 subunit	79639	acetylcholine receptor
P3	I13	sample	79560	79560	254,28818	Ketoprofen	2-(3-Benzoylphenyl)propionic acid	Prostaglandin	Enzyme	Inhibitor	COX-1	COX-1 selective non-steroidal anti-inflammatory (NSAID) drug	79560	COX
P3	I14	sample	79640	79640	373,38724	Meloxicam sodium	4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxide	Prostaglandin	Enzyme	Inhibitor	COX-2	Non-steroidal anti-inflammatory drug (NSAID) that shows 300-fold selectivity for cyclooxygenase-2 (COX-2) vs. cyclooxygenase-1 (COX-1).	79640	COX
P3	I15	sample	79561	79561	364,8757	Labetalol hydrochloride	2-Hydroxy-5-(1-hydroxy-2-[(1-methyl-3-phenylpropyl)amino]ethyl)benzamide hydrochloride	Adrenoceptor		Antagonist	beta	Competitive beta-adrenoceptor antagonist	79561	adrenoceptor
P3	I16	sample	79641	79641	315,84352	Moxisylyte hydrochloride	4-Dimethylaminoethoxy-5-isopropyl-2-methylphenyl acetate hydrochloride	Adrenoceptor		Antagonist	alpha1	alpha1-Adrenoceptor antagonist	79641	adrenoceptor
P3	I17	sample	79562	79562	256,09564	Lamotrigine	GI 267119X; 6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine	Anticonvulsant				Anticonvulsant	79562	NA
P3	I19	sample	79563	79563	252,6965	4-Amidinophenylmethanesulfonyl fluoride hydrochloride	4-Amidinobenzylsulfonyl fluoride hydrochloride, p-APMSF	Biochemistry	Enzyme	Inhibitor	Serine protease	Irreversible inhibitor of serine proteases with lysine or arginine substrate specificities	79563	Serine protease
P3	I20	sample	79643	79643	247,72401	Methoxamine hydrochloride		Adrenoceptor		Agonist	alpha1	alpha1 Adrenoceptor agonist	79643	adrenoceptor
P3	I21	sample	79564	79564	240,75666	(-)-Tetramisole hydrochloride	Levamisole hydrochloride	Phosphorylation	Enzyme	Inhibitor		Inhibits multiple mammalian alkaline phosphatases	79564	Phosphatase
P3	I22	sample	79644	79644	211,21941	(+-)-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine	DL-alpha-Methyl-DOPA	Neurotransmission	Enzyme	Inhibitor	L-aromatic amino acid decarboxylase	L-aromatic amino acid decarboxylase inhibitor; antihypertensive	79644	L-aromatic amino acid decarboxylase
P3	I23	ctrl Vinblastin 0.1µM	ctrl_Vinblastin_0.1µM	80101_1									ctrl Vinblastin 0.1µM	Tubulin
P3	I24	ctrl IWP	ctrl_IWP										ctrl IWP	WNT
P3	J03	sample	79715	79715	203,75769	Mecamylamine hydrochloride		Cholinergic		Antagonist	Nicotinic	Nicotinic acetylcholine receptor antagonist	79715	acetylcholine receptor
P3	J04	sample	79795	79795	467,78612	SB 242084 dihydrochloride hydrate	6-Chloro-2,3-dihydro-5-methyl-N-[6-[(2-methyl-3-pyridinyl)oxy]-3-pyridinyl]-1H-indole-1-carboxyamide dihydrochloride hydrate	Serotonin		Antagonist	5-HT2c	Selective 5-HT2c serotonin receptor antagonist; crosses the blood-brain barrier	79795	serotonin receptor
P3	J05	sample	79716	79716	266,68892	Fenobam	N-(3-Chlorophenyl)-N'-(4,5-dihydro-1-methyl-4-oxo-1H-imidazole-2-yl)urea	Glutamate		Antagonist	mGluR5	Potent, selective, noncompetitive glutamate mGluR5 receptor antagonist	79716	glutamate receptor
P3	J06	sample	79796	79796	269,0558	NS 2028	4H-8-Bromo-1,2,4-oxadiazolo(3,4-d)benz(b)(1,4)oxazin-1-one	Cyclic Nucleotides	Enzyme	Inhibitor	Guanylate cyclase	Specific soluble guanylyl cyclase inhibitor	79796	Guanylyl cyclase
P3	J07	sample	79717	79717	244,246	DFB	3,3'-Difluorobenzaldazine	Glutamate		Modulator	mGluR5	Positive allosteric modulator of the mGluR5 metabotropic glutamate receptor.	79717	glutamate receptor
P3	J08	sample	79797	79797	393,95824	Oxybutynin Chloride	alpha-Phenylcyclohexaneglycolic acid 4-(diethylamino)-2-butynyl ester hydrochloride	Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	79797	acetylcholine receptor
P3	J09	sample	79718	79718	367,92277	ZM 39923 hydrochloride	3-(N-Benzyl-N-isopropyl)amino-1-(naphthalen-2-yl)propan-1-one hydrochloride	Phosphorylation	Enzyme	Inhibitor	JNK-3	Janus kinase 3 (JNK-3) inhibitor.	79718	JNK-3
P3	J10	sample	79798	79798	430,54898	Trandolapril	(2S,3aR,7aS)-1-[(2S)-2-[[(1S)-1-(ethoxycarbonyl)-3-phenylpropyl]amino]-1-oxopropyl]octahydro-1H-Indole-2-carboxylic acid	Neurotransmission	Enzyme	Inhibitor	ACE	Angiotensin coverting enzyme (ACE) inhibitor.	79798	ACE
P3	J11	sample	79719	79719	282,22408	Niflumic acid	2-(3-[Trifluoromethyl]anilino)nicotinic acid	Prostaglandin	Enzyme	Inhibitor	COX-2	Selective prostaglandin H synthase 2 (PGHS-2) inhibitor	79719	COX
P3	J12	sample	79799	79799	592,69217	Pentamidine isethionate	4'4-[1,5-Pentanediylbis(oxy)]bis-benzenecarboximidamide isethionate	Glutamate		Antagonist	NMDA	NMDA glutamate receptor antagonist; neuroprotective agent; antimicrobial agent prescribed for the treatment of AIDS-associated Pneumocystis carinii pneumonia	79799	NMDA
P3	J13	sample	79720	79720	377,87158	Naltrexone hydrochloride	17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one hydrochloride	Opioid		Antagonist		Opioid receptor antagonist with greater potency and longer duration of action than its N-allyl congener, naloxone	79720	opioid receptor
P3	J14	sample	79800	79800	488,14041	LP44	4-[2-(Methylthio)phenyl]-N-(1,2,3,4-tetrahydro-1-naphth alenyl)-1-piperazinehexanamide hydrochloride	Serotonin		Agonist	5-HT7	A high affinity 5-HT7 receptor agonist.	79800	serotonin receptor
P3	J15	sample	79721	79721	518,5688	Gossypol	2,2'-bis(8-Formyl-1,6,7-trihydroxy-5-isopropyl-3-methylnaphthalene)	Apoptosis		Inducer		Natural product from cotton seeds with a variety of cell biological activities. Proapoptotic, antimalarial, PKC inhibition.	79721	PKC
